Page ascore,Source title,Source url,Target url,Anchor,External links,Internal links,Nofollow,Sponsored,Ugc,Text,Frame,Form,Image,Sitewide,First seen,Last seen,New link,Lost link
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/20220822?d1=0&i=0,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-08-25,2022-09-06,true,false
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/20220822?d1=0&i=1,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-08-24,2022-09-05,true,false
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/20220822?d1=1&i=0,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-08-22,2022-09-04,true,false
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/20220822?d1=1&i=1,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-08-24,2022-09-04,true,false
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/20220822?i=0,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-08-30,2022-09-11,true,false
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/FBI?d1=0&i=1,http://www.pollchief.com/ABVote.html,,417,4,false,false,false,true,false,false,false,false,2022-08-22,2022-08-22,true,false
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/Peter?d1=0&i=1,http://www.pollchief.com/ABVote.html,,235,4,false,false,false,true,false,false,false,false,2022-08-22,2022-08-22,true,false
0,qanon.news : NewsGrinder [08/14/2022],http://qanon.news/care?https%3A%2F%2Fwef.ch%2F3mqdqqr,https://www.pollchief.com/About%20us.html,,490,4,false,false,false,true,false,false,false,false,2022-08-14,2022-08-14,true,false
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/hacked?d1=0&i=1,http://www.pollchief.com/ABVote.html,,235,4,false,false,false,true,false,false,false,false,2022-08-22,2022-08-22,true,false
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/sales?d1=0&i=1,http://www.pollchief.com/ABVote.html,,567,4,false,false,false,true,false,false,false,false,2022-08-22,2022-08-22,true,false
0,qanon.news : NewsGrinder [08/22/2022],http://qanon.news/this?d1=0&i=0,http://www.pollchief.com/ABVote.html,,581,4,false,false,false,true,false,false,false,false,2022-08-23,2022-08-23,true,false
0,Alexa top domain list || page 866,http://region.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-07,2022-07-21,false,false
0,Alexa top domain list || page 866,http://surekha.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-22,false,false
0,Alexa top domain list || page 866,http://sushila.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-20,false,false
0,Alexa top domain list || page 866,http://topdoma.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-21,false,false
0,Alexa top domain list || page 866,http://toplist.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-21,false,false
0,Home - a konnech shake to vote app,http://votedge.com/,http://pollchief.com/OnlineDemo.aspx,Demo,5,13,false,false,false,true,false,false,false,true,2022-05-30,2022-09-11,false,false
0,Alexa top domain list || page 866,http://www.3gp.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.aadarsh.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.again.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.allreviews.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-08,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.allwebsites.net/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.anjana.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.besafe.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.cashbackdeals.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.cricketlive.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.discussion.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.hansika.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-10,2022-07-20,false,false
0,Alexa top domain list || page 866,http://www.income.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-21,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://www.ipetitioner.com/AboutUs.html,http://www.pollchief.com/,iPetitioner,9,13,false,false,false,false,false,false,true,false,2022-04-01,2022-09-11,false,false
0,"Home - Petition verification Software,ipetitioner- iPetitioner.Com",http://www.ipetitioner.com/Comparison.html,http://pollchief.com/OnlineDemo.aspx,Demo,4,11,false,false,false,true,false,false,false,false,2022-03-03,2022-03-03,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://www.ipetitioner.com/ContactUs.aspx,http://www.pollchief.com/,iPetitioner,10,14,false,false,false,false,false,false,true,false,2022-03-02,2022-08-15,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://www.ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/PollCallHelpDesk.html,Poll Help Desk Management,16,14,false,false,false,true,false,false,false,false,2022-03-27,2022-09-06,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://www.ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/,iPetitioner,16,14,false,false,false,false,false,false,true,false,2022-02-21,2022-09-06,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://www.ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/ElectionAssets.html,Poll Asset Management System,16,14,false,false,false,true,false,false,false,false,2022-03-27,2022-09-06,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://www.ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/PollWorker.html,Poll Worker Management System,16,14,false,false,false,true,false,false,false,false,2022-03-27,2022-09-06,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://www.ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/PollWorker.html,Poll Worker Access System,16,14,false,false,false,true,false,false,false,false,2022-03-27,2022-09-06,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://www.ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/ElectionResultPostingSystem.html,Election Results Posting System,16,14,false,false,false,true,false,false,false,false,2022-03-27,2022-09-06,false,false
0,iPetitioner - Signature Verification Software - iPetitioner.Com,http://www.ipetitioner.com/OtherElectionTools.html,http://www.pollchief.com/PollingLocation.html,Poll Location Management System,16,14,false,false,false,true,false,false,false,false,2022-03-27,2022-09-06,false,false
0,Alexa top domain list || page 866,http://www.janhit.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-20,false,false
0,Alexa top domain list || page 866,http://www.july.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.ketaki.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-08,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.list.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.major.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.mandakini.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-07,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.muchmore.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-20,false,false
0,Alexa top domain list || page 866,http://www.mymusic.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.newfilms.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-07,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.officialwebsites.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.one.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-07,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.onemanarmy.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.onlinefestival.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.onlinenewspaper.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-09,2022-06-03,false,false
0,Alexa top domain list || page 866,http://www.punecolleges.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,www.qanon.news : NewsGrinder [08/14/2022],http://www.qanon.news/20220814,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-09-04,2022-09-04,true,false
0,www.qanon.news : NewsGrinder [08/14/2022],http://www.qanon.news/20220814?d1=0&i=0,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-08-21,2022-09-01,true,false
0,www.qanon.news : NewsGrinder [08/14/2022],http://www.qanon.news/20220814?d1=0&i=1,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-08-21,2022-09-02,true,false
0,www.qanon.news : NewsGrinder [08/14/2022],http://www.qanon.news/20220814?d1=1&i=0,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-08-22,2022-09-03,true,false
0,www.qanon.news : NewsGrinder [08/14/2022],http://www.qanon.news/20220814?d1=1&i=1,https://www.pollchief.com/About%20us.html,,587,144,false,false,false,true,false,false,false,false,2022-08-21,2022-09-03,true,false
0,www.qanon.news : NewsGrinder [08/22/2022],http://www.qanon.news/20220822,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-09-05,2022-09-05,true,false
0,www.qanon.news : NewsGrinder [08/22/2022],http://www.qanon.news/20220822?d1=0&i=0,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-08-26,2022-09-07,true,false
0,www.qanon.news : NewsGrinder [08/22/2022],http://www.qanon.news/20220822?d1=0&i=1,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-08-25,2022-09-06,true,false
0,www.qanon.news : NewsGrinder [08/22/2022],http://www.qanon.news/20220822?d1=1&i=0,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-08-23,2022-09-04,true,false
0,www.qanon.news : NewsGrinder [08/22/2022],http://www.qanon.news/20220822?d1=1&i=1,http://www.pollchief.com/ABVote.html,,581,157,false,false,false,true,false,false,false,false,2022-08-26,2022-09-07,true,false
0,www.qanon.news : NewsGrinder [08/22/2022],http://www.qanon.news/FBI?https%3A%2F%2Ft.co%2FxSlVFYTM4k,http://www.pollchief.com/ABVote.html,,567,4,false,false,false,true,false,false,false,false,2022-08-22,2022-08-22,true,false
0,Alexa top domain list || page 866,http://www.region.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.surekha.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-21,false,false
0,Alexa top domain list || page 866,http://www.sushila.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.topdoma.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Alexa top domain list || page 866,http://www.toplist.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-06,2022-07-22,false,false
0,Contact us - a konnech shake to vote app,http://www.votedge.com/ContactUs.aspx,http://pollchief.com/OnlineDemo.aspx,Demo,3,7,false,false,false,true,false,false,false,false,2022-03-03,2022-08-11,false,false
0,Home - a konnech shake to vote app,http://www.votedge.com/Default.html,http://pollchief.com/OnlineDemo.aspx,Demo,5,13,false,false,false,true,false,false,false,false,2022-04-01,2022-09-08,false,false
0,About us - a konnech shake to vote app,http://www.votedge.com/about%20us.html,http://pollchief.com/OnlineDemo.aspx,Demo,2,6,false,false,false,true,false,false,false,false,2022-03-17,2022-08-14,false,false
0,My Report From The Pit | War Room Forum + Live Chat + Steve Bannon,http://www.warroomforum.com/threads/my-report-from-the-pit.31979/,http://www.pollchief.com/,www.pollchief.com,27,244,true,false,true,true,false,false,false,false,2022-08-28,2022-08-28,true,false
0,Alexa top domain list || page 866,https://3gp.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-06-21,2022-08-07,false,true
0,Alexa top domain list || page 866,https://aadarsh.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-18,2022-08-07,false,true
0,Alexa top domain list || page 866,https://again.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-07-04,2022-08-22,false,true
0,Chief login - Search The Official Login Page,https://alliancepoly.com/portal/chief-login/,https://indy.pollchief.com/PLMS/Login.aspx,Login - PollChief 🔗,105,31,true,false,false,true,false,false,false,false,2022-05-25,2022-08-19,false,false
0,Chief login - Search The Official Login Page,https://alliancepoly.com/portal/chief-login/,https://indy.pollchief.com/PLMS/Login.aspx,https://indy.pollchief.com/PLMS/Login.aspx,105,31,true,false,false,true,false,false,false,false,2022-05-25,2022-08-19,false,false
0,Alexa top domain list || page 866,https://allreviews.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-06-09,2022-08-23,false,true
0,Alexa top domain list || page 866,https://allwebsites.net/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,indy med login cardnial – andportal,https://andportal.com/indy-med-login-cardnial/,https://indy.pollchief.com/,PollChief – Login,12,25,false,false,false,true,false,false,false,false,2022-04-26,2022-07-01,false,true
0,chicago poll worker connection login - official login page,https://authorizationsupport.com/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,Visit site,10,207,true,false,false,true,false,false,false,false,2022-04-28,2022-08-30,false,false
0,poll worker login - official login page,https://authorizationsupport.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,Visit site,10,203,true,false,false,true,false,false,false,false,2022-04-10,2022-08-16,false,false
0,poll worker login - official login page,https://authorizationsupport.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,Visit site,10,203,true,false,false,true,false,false,false,false,2022-04-10,2022-08-16,false,false
0,Alexa top domain list || page 866,https://besafe.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-21,false,false
0,Indy Gov Jobs | Now Hiring,https://carehealthjobs.com/indy-gov-jobs,https://indy.pollchief.com/pollaccess/Application.aspx,Indy.pollchief.com,45,180,true,false,false,true,false,false,false,false,2021-11-27,2022-04-04,false,true
0,Online Poll Worker Training | Now Hiring,https://carehealthjobs.com/online-poll-worker-training,http://pollchief.com/PollWorker.html,Pollchief.com,22,128,true,false,false,true,false,false,false,false,2022-07-02,2022-07-04,false,true
0,Alexa top domain list || page 866,https://cashbackdeals.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-07,2022-07-20,false,false
0,Elections | Election Poll Workers (2022),https://cassellsghantoothotel.com/article/elections-election-poll-workers,https://alleghenypwp.pollchief.com/,Poll Worker Login,4,50,true,false,false,true,false,false,false,false,2022-06-13,2022-07-17,false,true
0,Elections | Election Poll Workers (2022),https://cassellsghantoothotel.com/article/elections-election-poll-workers,https://alleghenypwp.pollchief.com/worker-portal/Application,Poll Worker Application,4,50,true,false,false,true,false,false,false,false,2022-06-13,2022-07-17,false,true
0,Alexa top domain list || page 866,https://cricketlive.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-06-03,2022-07-22,false,false
0,Poll Worker Sign Up Login - datasusa,https://datasusa.com/poll-worker-sign-up-login/,https://indy.pollchief.com/pollaccess/,POLL WORKER PORTAL – PollChief – Login,13,21,false,false,false,true,false,false,false,false,2022-03-18,2022-09-10,false,false
0,Alexa top domain list || page 866,https://discussion.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-07-11,2022-08-23,false,true
0,Apply For Election Day Worker Database,https://email-database.info/apply-for-election-day-worker/,https://indy.pollchief.com/pollaccess/Application.aspx,Visit,39,165,true,false,false,true,false,false,false,false,2022-04-05,2022-04-05,false,false
0,Fresno County Election Worker Portal Center,https://find-center.com/fresno-county-election-worker-portal/,https://indy.pollchief.com/pollaccess/GetPassword.aspx,Go Now,45,124,true,false,false,true,false,false,false,false,2021-11-25,2022-05-11,false,true
0,Fresno County Election Worker Portal Center,https://find-center.com/fresno-county-election-worker-portal/,https://indy.pollchief.com/pollaccess/Application.aspx,Go Now,45,124,true,false,false,true,false,false,false,false,2021-11-25,2022-05-11,false,true
0,Vote4la Poll Access Center,https://find-center.com/vote4la-poll-access/,https://indy.pollchief.com/pollaccess/Application.aspx,Go Now,27,87,true,false,false,true,false,false,false,false,2022-03-20,2022-03-20,false,false
0,poll worker login 7days - findadata,https://findadata.com/poll-worker-login-7days/,https://indy.pollchief.com/pollaccess/Login.aspx,Poll Worker Portal – PollChief – Login,9,16,false,false,false,true,false,false,false,false,2022-08-23,2022-08-26,true,false
0,poll worker login 7days - findadata,https://findadata.com/poll-worker-login-7days/,https://indy.pollchief.com/pollaccess/,POLL WORKER PORTAL – PollChief – Login,9,16,false,false,false,true,false,false,false,false,2022-08-23,2022-08-26,true,false
0,Online Poll Worker Training Program,https://getallcourses.net/online-poll-worker-training-program/,http://pollchief.com/PollWorker.html,http://pollchief.com/PollWorker.html,48,153,true,false,false,true,false,false,false,false,2021-09-14,2022-05-03,false,true
0,Poll Manager Training,https://getallcourses.net/poll-manager-training/,http://pollchief.com/PollWorker.html,http://pollchief.com/PollWorker.html,50,153,true,false,false,true,false,false,false,false,2021-09-23,2022-04-04,false,true
0,Alexa top domain list || page 866,https://hansika.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,Chicago Poll Worker Connection Login ❤️ One Click Access,https://ilovelogin.com/c-logins/chicago-poll-worker-connection-login.html,http://pollchief.com/PollWorker.html,Worker Online Self-Management and training integrated into ...,48,90,true,false,false,true,false,false,false,false,2021-09-12,2022-06-20,false,true
0,Poll Worker Login ❤️ One Click Access,https://ilovelogin.com/p-logins/poll-worker-login.html,https://indy.pollchief.com/pollaccess/Application.aspx,Election Worker Access - PollChief - Login,41,90,true,false,false,true,false,false,false,false,2021-06-25,2022-03-11,false,true
0,Poll Worker Login ❤️ One Click Access,https://ilovelogin.com/p-logins/poll-worker-login.html,https://indy.pollchief.com/pollaccess/Login.aspx,Poll Worker Portal - PollChief - Login,41,90,true,false,false,true,false,false,false,false,2021-06-25,2022-03-11,false,true
0,Alexa top domain list || page 866,https://income.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,https://indiansociety.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,https://janhit.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-07,2022-07-21,false,false
0,Alexa top domain list || page 866,https://july.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,https://ketaki.co.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-04,2022-07-21,false,false
0,Alexa top domain list || page 866,https://linkdonation.com/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-21,false,false
0,Alexa top domain list || page 866,https://list.net.in/domain-list-866,http://pollchief.com/,pollchief.com,1234,1239,true,false,false,true,false,false,false,false,2022-05-05,2022-07-22,false,false
0,chicago poll worker connection login - official login page,https://login-advisor.com/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,Visit site,10,207,true,false,false,true,false,false,false,false,2022-04-11,2022-08-31,false,false
0,poll worker login - official login page,https://login-advisor.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,Visit site,10,203,true,false,false,true,false,false,false,false,2022-04-26,2022-09-11,false,false
0,poll worker login - official login page,https://login-advisor.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,Visit site,10,203,true,false,false,true,false,false,false,false,2022-04-26,2022-09-11,false,false
0,chicago poll worker connection login,https://login-best.com/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,20,75,true,false,false,false,false,false,true,false,2021-12-19,2022-07-12,false,true
0,chicago poll worker connection login,https://login-best.com/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,Election Worker Access - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2021-12-19,2022-07-12,false,true
0,poll worker login,https://login-best.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,Poll Worker Portal - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2021-12-08,2022-08-21,false,true
0,poll worker login,https://login-best.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,20,75,true,false,false,false,false,false,true,false,2021-12-08,2022-08-21,false,true
0,poll worker login,https://login-best.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,website screenshot,20,75,true,false,false,false,false,false,true,false,2021-12-08,2022-08-21,false,true
0,poll worker login,https://login-best.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,POLL WORKER PORTAL - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2021-12-08,2022-08-21,false,true
0,chicago poll worker connection login page,https://login-page.ovh/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-02-05,2022-07-31,false,true
0,chicago poll worker connection login page,https://login-page.ovh/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,Election Worker Access - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-02-05,2022-07-31,false,true
0,poll worker login page,https://login-page.ovh/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,Poll Worker Portal - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-02-17,2022-08-21,false,true
0,poll worker login page,https://login-page.ovh/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-02-17,2022-08-21,false,true
0,poll worker login page,https://login-page.ovh/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-02-17,2022-08-21,false,true
0,poll worker login page,https://login-page.ovh/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,POLL WORKER PORTAL - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-02-17,2022-08-21,false,true
0,chicago poll worker connection login,https://login-top.com/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,Election Worker Access - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-03-02,2022-07-17,false,false
0,chicago poll worker connection login,https://login-top.com/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-03-02,2022-07-17,false,false
0,poll worker login,https://login-top.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,Poll Worker Portal - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-05-06,2022-07-20,false,false
0,poll worker login,https://login-top.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-05-06,2022-07-20,false,false
0,poll worker login,https://login-top.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-05-06,2022-07-20,false,false
0,poll worker login,https://login-top.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/,POLL WORKER PORTAL - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-05-06,2022-07-20,false,false
0,chicago poll worker connection login,https://logincatcher.com/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,Election Worker Access - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-04-28,2022-09-10,false,false
0,chicago poll worker connection login,https://logincatcher.com/post/chicago-poll-worker-connection-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-04-28,2022-09-10,false,false
0,poll worker login,https://logincatcher.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,website screenshot,20,75,true,false,false,false,false,false,true,false,2022-04-21,2022-09-10,false,false
0,poll worker login,https://logincatcher.com/post/poll-worker-login,https://indy.pollchief.com/pollaccess/Login.aspx,Poll Worker Portal - PollChief - Login,20,75,true,false,false,true,false,false,false,false,2022-04-21,2022-09-10,false,false
